rank,team,score
2979,Kuu-Lab ,650.8
2980,platypus2000jp,650.8
2981,oh-Artistburger-AHA-TastyMeat!,650.7
2982,sitne,650.7
2983,MAKOTO MATUDA,650.6
2984,Irabala,650.6
2985,Anton Sinitsin,650.6
2986,kosukemr4,650.5
2987,yuki,650.5
2988,Yubo_Wang,650.4
2989,Takayuki Michishita,650.2
2990,HIrora10,650.2
2991,Ville,650.0
2992,ばずにゃん,650.0
2993,tai,650.0
2994,Alejandro Gómez,650.0
2995,Aib4,650.0
2996,dolphin,649.8
2997,shushu,649.7
2998,Jayden Jeswin Raj,649.6
2999,balikin,649.6
3000,Soup,649.5
3001,Iain and David,649.5
3002,Ryan Wood,649.5
3003,PICNIC,649.2
3004,石sion,649.2
3005,マクリル（マクリル）,649.1
3006,qr Z1201,649.0
3007,Darren Koh,649.0
3008,Fomo,648.9
3009,Fahim Faisal,648.9
3010,THAI TA,648.8
3011,M. Mudassar,648.7
3012,Amedeo Biolatti,648.6
3013,Ali Haydar Özdağ,648.5
3014,Dmitriy,648.5
3015,Chili-Papa,648.2
3016,Ohnishiiii,648.2
3017,Ryo Hasegawa,648.1
3018,The Malaysia Peas,647.9
3019,Mario Cicala,647.8
3020,CoreyJamesLevinson,647.8
3021,ゆんぼぼ,647.7
3022,Nicola Li,647.6
3023,Tomohiro Kawamoto,647.6
3024,Hamadryas Baboon,647.4
3025,yugen louis,647.3
3026,setsuhei,647.2
3027,tuajlajt,647.2
3028,Benji Bromberg,647.2
3029,Takauchi Suguru,647.1
3030,Goalydumbdumb,647.1
3031,Tzuchuan Yang,647.1
3032,Andrey Kulakov,647.0
3033,lackmind,646.8
3034,amamori-041226,646.8
3035,terassyi,646.7
3036,SkySell,646.7
3037,Edward Lue Chee Lip,646.7
3038,AKIYA NAKASATO,646.6
3039,Arrtaa,646.6
3040,ktyoku,646.5
3041,liujiani,646.5
3042,NineThree,646.5
3043,taiki,646.4
3044,Taivanbat Bayarsaikhan,646.3
3045,JJ Bean,646.2
3046,hashimu,646.2
3047,vivaleee,646.2
3048,Yuk!,646.2
3049,Soulemane ISSIFOU,646.1
3050,Xstella,646.0
3051,bakata,645.9
3052,mumumu_no_mu,645.7
3053,Ryosei T,645.6
3054,taka,645.5
3055,tochiri,645.4
3056,Shigeki,645.2
3057,sieru-copan,645.1
3058,pinoko,645.1
3059,Gakupide,645.0
3060,hikahika,645.0
3061,Genki,645.0
3062,V1enna0808,644.9
3063,Ryoga Naito,644.9
3064,Yuzuki,644.6
3065,Đức Nguyễn Minh,644.5
3066,maximoming,644.5
3067,Will Rowse,644.5
3068,Poshiri,644.3
3069,AlphaPoké,644.2
3070,しろしろ,644.1
3071,Bowowen,644.1
3072,ykk,644.0
3073,Romash Koirala,643.9
3074,Michał Łapiński,643.8
3075,yoikoarmor,643.7
3076,Keanan,643.7
3077,Katsuhito Muroi,643.7
3078,pankit kumar,643.7
3079,tomokawa,643.7
3080,KINOKO MIURA,643.6
3081,Soshosai-Live!,643.6
3082,ZEC Keita,643.6
3083,Akhilesh godugu,643.6
3084,Teddy McBride,643.4
3085,suzume41,643.4
3086,Eriya,643.3
3087,Theo Neilson,643.3
3088,anhua liu,643.2
3089,Raki,643.1
3090,Aisen Lopez-Ramos,643.1
3091,Oscar1972,643.0
3092,TomTom,642.9
3093,yuichiro miyamae,642.9
3094,テライFACC,642.9
3095,Aman Sharma,642.8
3096,xunchahaha,642.7
3097,Kazuhiro O,642.7
3098,Iclal Cetin,642.7
3099,OchiaiYuma0725,642.3
3100,kotakota1234,642.3
3101,suikkee,642.3
3102,zhiyue666,642.2
3103,zyc777689,642.2
3104,mattsu2020,642.1
3105,Alexandru Tanasel,642.1
3106,szyulian,642.0
3107,Naoki Maeda,642.0
3108,tomworks,641.9
3109,Indianelephant,641.9
3110,André Fernandes,641.7
3111,primal,641.7
3112,Yukari Kotoha,641.7
3113,draven,641.6
3114,oisho,641.6
3115,Paras Sharma,641.5
3116,chy345,641.3
3117,Sean Mauk,641.1
3118,DoAI,641.1
3119,Sobat Bucin,641.1
3120,yato higa,641.1
3121,hiro_fumiko,641.0
3122,Sahasra Kondapalli,640.9
3123,Axel South,640.9
3124,佐藤広基,640.9
3125,midnq,640.9
3126,Azalearn,640.8
3127,sasaki,640.8
3128,Saikawa_Yui,640.8
3129,Karolina Kafel,640.7
3130,Kan,640.7
3131,Adrian Acala,640.7
3132,Joey Mckee,640.6
3133,Itton_knight,640.6
3134,Jagannath Athmaraman,640.5
3135,SGzK001,640.4
3136,llAnjull,640.3
3137,Aidle,640.2
3138,Leonardo Bressiane,640.1
3139,Kenshin Kikuchi,640.1
3140,t_202607202,640.1
3141,Fayner Costa,640.0
3142,Gotta Prompt ’Em All,639.9
3143,Yuki Suwa,639.7
3144,loveispoison,639.7
3145,NeXT.MeTA,639.6
3146,Been Seo,639.6
3147,nnc,639.6
3148,Gayathri Rajeev77,639.6
3149,micchy,639.6
3150,EPHEMORIA,639.5
3151,Astandri K,639.5
3152,Kimiaki Nakamura,639.5
3153,TakazawaMasato,639.4
3154,スズキケント,639.3
3155,gon_fox,639.2
3156,Zscorpio,639.1
3157,Snowmanzzz,639.0
3158,Pech1,638.8
3159,Ryutaro Murayama,638.8
3160,CYLIM87,638.8
3161,S3R3Bii,638.7
3162,harappa,638.7
3163,長野秀俊,638.6
3164,Akito Maruo,638.5
3165,Alghital,638.4
3166,Luke Blommesteyn,638.4
3167,me and the lads,638.4
3168,ipruning,638.3
3169,AyushShukla,638.3
3170,Mohit_Singh,638.2
3171,Norihide Endo,638.1
3172,Kyo_s_s,638.1
3173,Chonghao Peng,638.1
3174,Myaano,638.0
3175,f7e6n5g4,638.0
3176,Arjun Sharma,637.9
3177,shintaro2026,637.9
3178,N.Y,637.8
3179,Hamu.py,637.8
3180,iwatsushi,637.8
3181,Shih Hua Chou,637.7
3182,Zero Mexico,637.6
3183,Takao Mizuno,637.6
3184,Mountain peak,637.5
3185,shige,637.4
3186,akasatana0401,637.4
3187,HealthStone,637.2
3188,suh-sunaneko,637.1
3189,Stef Limited,636.8
3190,1000PARTY,636.7
3191,Marcus Vinicius,636.5
3192,Gao Wenjiang,636.4
3193,jarrett blumenschein,636.3
3194,難波彰史,636.2
3195,tsukida,636.2
3196,Kapilraj R,636.1
3197,Nabid Nur,636.1
3198,mutsugi,636.1
3199,Phu Hung Dang,636.1
3200,Manu Iyer,636.0
3201,oct_path,635.6
3202,Mymonaka,635.6
3203,hiroshun,635.6
3204,ryan panda,635.6
3205,cicada,635.6
3206,GGMaster,635.4
3207,Empty Hand,635.3
3208,Shanmoshibo Heng,635.3
3209,Rishav Dutta,635.2
3210,Aslan168,635.1
3211,mato,635.1
3212,monaou,635.0
3213,Wasabi,635.0
3214,ytkaggleSyan,634.8
3215,Kam,634.8
3216,Shuang Ranse,634.8
3217,Otsuka Naotsugu,634.8
3218,MeMu,634.7
3219,GURU Prasaatha S,634.7
3220,Akamatsu,634.6
3221,SmithyAlan,634.5
3222,Giwrgos Savvidhs,634.5
3223,PaShm,634.5
3224,にゅーおじ,634.5
3225,suruli,634.4
3226,venom,634.3
3227,Yuma Takeuchi,634.3
3228,lupodevelop,634.2
3229,Xyrhen,634.2
3230,dmiyabe,634.2
3231,hiroki ogata,634.1
3232,GreatestCutie,634.1
3233,mands,634.0
3234,zerotwo002,633.9
3235,Rivals Duo,633.8
3236,Harusayshi,633.8
3237,pp25,633.7
3238,team-N24,633.7
3239,sageintelli,633.6
3240,mouriman,633.4
3241,masat,633.3
3242,YOYOPIpo,633.3
3243,溶岩,633.1
3244,stefanoclss,633.1
3245,Shachify,633.0
3246,kazu107,632.9
3247,kabukicho,632.8
3248,Peter Moorhouse,632.8
3249,Poemcourt,632.7
3250,t.eno,632.7
3251,Daksh_Malhotra_Kaggle,632.4
3252,Takuya0911,632.3
3253,sidney niu,632.2
3254,saxsir,632.0
3255,サングラスクマ,631.8
3256,Hexylab,631.8
3257,神～卍ぴくるすうどん卍～最強「ミラティブ配信中」,631.8
3258,nogu,631.7
3259,Ksterx,631.7
3260,Mayu Takagi,631.7
3261,wkdrbwnd1,631.7
3262,Aman Atar,631.7
3263,Yusuf Murtaza,631.4
3264,CrazyDave111,631.3
3265,Nozomi Maki,631.2
3266,stale2000,631.1
3267,pham,631.0
3268,Syhhhhhhhhhhhh,630.9
3269,hida1211,630.8
3270,redm,630.7
3271,taka548,630.7
3272,Bennett_Y,630.6
3273,Chris Dalzell,630.5
3274,kmiya61212,630.5
3275,sola_vrc,630.2
3276,Kana,630.1
3277,Harsh Patel,630.0
3278,jinjaeru,629.9
3279,Sayid Mabrur & James Michael,629.9
3280,IDC,629.9
3281,Alina Chuang,629.9
3282,和田竜一,629.7
3283,moireP,629.7
3284,OKDI,629.4
3285,dararu,629.4
3286,CHAEHYUN LIM2,629.4
3287,ken4500,629.4
3288,alban,629.3
3289,ichigotosakura,629.2
3290,Cesar Augusto Sibila,629.2
3291,うつせぎ,629.1
3292,Noppo,629.0
3293,Kei Yamashita,629.0
3294,Satish ,629.0
3295,Oniku,629.0
3296,okayu777,628.8
3297,Yuya Fujiwara,628.7
3298,soju,628.7
3299,Patrick Bard,628.7
3300,kenn,628.6
3301,y.shimada,628.6
3302,FinlaMor,628.6
3303,handaiyazo,628.5
3304,Shubham Choudhary,628.5
3305,Kana Yamaguchi,628.4
3306,match051,628.4
3307,ubunbun18,628.4
3308,sshin14,628.3
3309,Light_uts,628.2
3310,Ri2-115,628.2
3311,skorry,628.0
3312,Agustín Arellano,628.0
3313,samehand,628.0
3314,FMBRO,627.9
3315,osgggg,627.9
3316,dfgcc534,627.8
3317,JOHETO,627.7
3318,Kiyo-Dai,627.7
3319,Bruce Boston,627.7
3320,amokun,627.6
3321,Beginner's luck,627.6
3322,imaima,627.5
3323,Y M,627.4
3324,MEWTWO CANT WIN,627.4
3325,kinakomochi,627.4
3326,Choco,627.4
3327,Tomonobu Niwa,627.4
3328,Kazuyoshi SUZUKI,627.3
3329,Glucosamine,627.3
3330,mt,627.3
3331,carricktowinucl,627.2
3332,keito k4,626.9
3333,抹茶ラテ,626.9
3334,Fuzoku,626.9
3335,fufufufufuko,626.8
3336,Pelayo Puerta,626.8
3337,MysMon,626.7
3338,occer,626.5
3339,nimous,626.5
3340,natz,626.4
3341,takuei,626.3
3342,Danny,626.3
3343,SUGI,626.2
3344,Xinzex,626.1
3345,BRIJITH,626.1
3346,kekekk,626.1
3347,Gumi Bera,626.1
3348,Hahnter,626.0
3349,oldoty,625.9
3350,tamoko,625.9
3351,RyotaNakanishi,625.7
3352,Aiagate,625.6
3353,zumi zumi,625.5
3354,hiroyuki-sh,625.5
3355,浅井翔,625.4
3356,GIVE ME A JOB,625.4
3357,Mitudru Dutta,625.4
3358,OSZ8,625.3
3359,denden,625.2
3360,LeonArdoV.,625.1
3361,toshizo,625.1
3362,ScottZiemke,625.0
3363,Issac Netero,625.0
3364,[Deleted] 5cb13cd6-439a-4695-ac37-bf556cce66d4,624.8
3365,pokecard_kaggle,624.8
3366,ODers,624.8
3367,SeraphicPY,624.7
3368,HOMEWORK_L,624.6
3369,Nori Miya,624.6
3370,A.Ishibashi,624.2
3371,William Catt,624.2
3372,Utakata-SciFi,624.0
3373,Matsumoto Takeru,623.9
3374,kiyo,623.8
3375,Hajime Ogawa,623.8
3376,takentake,623.8
3377,TCG Curator,623.7
3378,R.I,623.6
3379,Anh Lam,623.6
3380,Bensonli7777,623.5
3381,Pure Spirit,623.5
3382,Kuroneko,623.4
3383,RuiKimura4,623.2
3384,Jotaro,623.2
3385,uta_ccc,623.1
3386,Natalia Jaśkowska,622.9
3387,チーム魔剤,622.9
3388,yu24march,622.7
3389,Stupid multiverse,622.7
3390,EmperorGodking,622.4
3391,Collatz conjecture,622.3
3392,roiall,622.3
3393,キャナルコレクター,622.2
3394,leopoko,622.1
3395,Forrest,622.1
3396,Ricardo Nakadomari,622.0
3397,みちみちすたーきんぴか,621.9
3398,Parker Morgan,621.9
3399,Aaron Fletcher,621.8
3400,quwon_000,621.8
3401,mage03,621.6
3402,So Mukaichi,621.5
3403,mizu.ii,621.5
3404,Longzhou Zhang,621.5
3405,Blair Dupre,621.5
3406,titanascended,621.4
3407,yawara,621.3
3408,Huttonion Inc,621.3
3409,aigood,621.2
3410,Yuki Yaguchi,621.2
3411,salmon2nd,621.1
3412,Kilisan,621.0
3413,James Cann,620.9
3414,nakashima723,620.9
3415,ホテルくましい,620.9
3416,nick gault,620.9
3417,wattanx,620.8
3418,RyosukeHatanaka,620.8
3419,Benjamin Zhao3927,620.7
3420,Ruhex,620.7
3421,dev yankawa,620.6
3422,hasshi7965,620.6
3423,kurota0612,620.5
3424,Ra'uf Fauzan Rambe,620.5
3425,おやつパンダ,620.3
3426,kirakira310,620.2
3427,Tak Jim,620.2
3428,TLM13 LABS,620.2
3429,kostis,620.1
3430,pipperv,619.9
3431,Isabella Wu,619.7
3432,kosuke-shimizu,619.6
3433,Adrian Dubois,619.5
3434,kosian8128,619.0
3435,SoraTakanashi,619.0
3436,SuicuneGS,618.9
3437,nanocloudx,618.6
3438,Kento_1938,618.6
3439,TmT,618.5
3440,Fran Milla,618.5
3441,Evex Developers,618.5
3442,CurveCowboy,618.5
3443,osugi-1,618.5
3444,cAco3,618.4
3445,一石三頭,618.2
3446,ananppna,618.2
3447,macaron,618.1
3448,TTKeHH,617.9
3449,KGIN,617.9
3450,Matthew Ji,617.9
3451,hannahepta,617.9
3452,yottan0304,617.8
3453,RNA4219,617.8
3454,YuyaSuzuki,617.6
3455,PokeBotty,617.6
3456,Kokoro0711,617.6
3457,Pacomin,617.6
3458,shunkun_san,617.1
3459,Leopard Jaguar,616.9
3460,nowan,616.9
3461,Matthew Potteiger,616.8
3462,sugayuki_993,616.6
3463,あじゃる,616.4
3464,Boiled Nail,616.4
3465,Masataka Sato,616.4
3466,cannotflypig,616.3
3467,Gosuke Watanabe,616.3
3468,nkenji,616.2
3469,Shoya Kurokawa,616.2
3470,cherry_luvly,616.2
3471,ichitaro3,616.0
3472,ElephtAI,616.0
3473,ABfry0620,615.9
3474,Hiroki Koga,615.8
3475,MoongladeAI,615.8
3476,yujifuji,615.6
3477,Yuta Watanabe,615.6
3478,khj1222,615.6
3479,Master-Zero1,615.6
3480,Hiro0811,615.5
3481,ISSEI,615.2
3482,Emanuel Perez,615.0
3483,yoshimasak,614.8
3484,Tomoki Tanzawa,614.8
3485,MichiFuna,614.7
3486,Jason Zheng,614.6
3487,ASAGAO,614.5
3488,DreDree,614.4
3489,bit_shinon,614.1
3490,折扇戏美人,614.0
3491,塩尻祐大,614.0
3492,EL,613.9
3493,Wawa_shizuka,613.9
3494,Pensuke,613.8
3495,たかゆき,613.7
3496,juice-le,613.7
3497,rinov321,613.6
3498,Eldwin Sianto,613.3
3499,mori0520mori,613.2
3500,NaqibL,613.2
3501,Mohit Rao,613.1
3502,Baby-Doll Eyes,613.0
3503,MitsuhiroDemura,612.9
3504,Ryosuke SHIMIZU,612.8
3505,Teteapod,612.8
3506,Kobayashi Sena,612.6
3507,高山龍馬,612.5
3508,Narukos,612.5
3509,Rihito Nagamatsu,612.5
3510,xiang li122,612.5
3511,weimean,612.5
3512,ToGaChan,612.2
3513,user_san,612.2
3514,wen murohy,612.1
3515,Mindnightdestroy,612.0
3516,Hayauchiwasabi,612.0
3517,Wilson Mugabo,612.0
3518,yakiniku555,611.8
3519,xo_oblz,611.8
3520,harmo-miu,611.7
3521,ozdogant,611.5
3522,Neelima,611.5
3523,NSTS04,611.4
3524,tadashikato,611.3
3525,dudubird,611.2
3526,LearningToday,610.9
3527,ADITYA NARAYAN SHARMA,610.9
3528,h_jun,610.9
3529,Nicholas Low,610.9
3530,msas111,610.8
3531,James Foxall,610.8
3532,BuffaloMike,610.8
3533,箕面からこんにちわ,610.8
3534,yoshifumi-mori,610.7
3535,The Unovans,610.5
3536,nakano?neru?maru?ruru,610.5
3537,Natsuki Kasubata,610.4
3538,Dont_cry_baby,610.4
3539,around30,610.3
3540,Chen Ken,610.3
3541,Atamol,610.3
3542,TrebolNoir_,610.2
3543,shyGnome3,610.1
3544,elfiaa,610.0
3545,Miyama,610.0
3546,MeWe,609.9
3547,Flood Beast,609.8
3548,"shunsuke,nashiki",609.7
3549,Kawakami,609.6
3550,Yuto Uesugi,609.6
3551,baudo828,609.4
3552,machapin,609.4
3553,Enoki,609.4
3554,Vishwa,609.2
3555,radian0523,609.1
3556,Neko,609.0
3557,Syuta,608.9
3558,Mikio,608.9
3559,jskymfe,608.9
3560,balake235,608.8
3561,松原柚月,608.8
3562,Athar,608.7
3563,yamato498,608.7
3564,chuchumon0411,608.6
3565,masuzushi28,608.5
3566,Ben Desprets,608.5
3567,Ben Malaga,608.4
3568,Shiri,608.3
3569,takumi12345,608.3
3570,NekoChan-NekoChan,608.2
3571,Paulami Bhosle,608.2
3572,Hiroshi U,608.2
3573,Stas Chereshkevich,608.2
3574,winstonton,608.2
3575,shun_otoko,608.1
3576,Andrin @ Tufa Labs,608.0
3577,furoito,608.0
3578,TaSuy,608.0
3579,Johay,607.9
3580,kuritamar,607.9
3581,"tomo48""",607.8
3582,openrasmus,607.7
3583,Antonino Zumbo,607.7
3584,Toboggan,607.6
3585,Corinna Leung,607.5
3586,Ispagiytiy,607.4
3587,lchEricChina,607.2
3588,nifuramu,607.1
3589,Twil3akine,607.0
3590,brxdrlq,607.0
3591,yuna5577,607.0
3592,TK0227,606.9
3593,Takibi,606.9
3594,ihiratch,606.7
3595,Bhargavaram Gajula,606.7
3596,Edwin Ho,606.5
3597,L1LI4N,606.5
3598,Audrius Molis,606.4
3599,ruten,606.3
3600,Leundai,606.2
3601,K3nsho,606.1
3602,Trevan Cui,606.1
3603,Alex Boyd,606.0
3604,yskt_min,606.0
3605,Horikita Saku,606.0
3606,yuki-yukiii,606.0
3607,AKIRA TAKADA,605.9
3608,YAMASHIRO,605.9
3609,Neubor,605.8
3610,y.saito,605.7
3611,Super Mippo,605.6
3612,Sorachi KATAYAMA,605.5
3613,Suvendu kumar sahoo,605.5
3614,Kaii,605.4
3615,cyan32,605.4
3616,Muhammad Faheem,605.4
3617,加藤連太郎,605.1
3618,the mudkips,605.1
3619,taaaaaaaaaa,605.0
3620,SHOICHIRO NISHIDA,605.0
3621,tonpeeee_pokemon,605.0
3622,Raymond Brunell,605.0
3623,Plural of him,604.8
3624,SarsaShen,604.8
3625,Humbletofu,604.7
3626,aira666,604.6
3627,katsuya-pokeca,604.6
3628,ter4,604.6
3629,Satokenize,604.5
3630,Infill,604.4
3631,yousan,604.2
3632,snowfairytea,604.2
3633,Joseph Laurienzo,604.2
3634,yoshi,604.2
3635,VMelville,604.2
3636,I wanna be the very best,604.1
3637,Impala16,604.0
3638,Ten Uchikawa,604.0
3639,yamamon,603.8
3640,Bailey LIn,603.7
3641,Banger_,603.4
3642,Herrmannw,603.4
3643,Bastian Schmidt2026,603.3
3644,ne Artem Savchenko,603.2
3645,Testuo&Ryuji,603.1
3646,eryu1225,603.0
3647,isLawliet,603.0
3648,Dustin L,602.9
3649,Jason Anderson,602.8
3650,shanpu,602.8
3651,Shuzo,602.7
3652,oimo_tabetai,602.7
3653,OTkm_tn,602.7
3654,泣きむしサメチャン,602.7
3655,sweetsteady,602.5
3656,kibake,602.5
3657,Yohei Nakajima,602.5
3658,Naziba Tasnim,602.4
3659,moe,602.2
3660,いせえび,602.1
3661,WasabiGas,602.1
3662,Kuuma5,602.1
3663,iaai,602.1
3664,魔法少女ノ魔女裁判,601.8
3665,Ryosuke Aihara,601.7
3666,Clawdia Sakamoto,601.7
3667,quezalt,601.7
3668,hibi,601.7
3669,idk,601.5
3670,YAKIIMO3,601.4
3671,kyogo sumi,601.4
3672,nabepoke,601.4
3673,phibkro,601.3
3674,kashort,601.3
3675,Serguei Makarov,601.3
3676,cttdrm,601.3
3677,中村友哉,601.2
3678,ok method,600.9
3679,フクフク,600.9
3680,Nuzlocke,600.8
3681,Bubu_simia,600.7
3682,Roma Tikhonov,600.5
3683,miruto,600.4
3684,Arda Karakaş,600.3
3685,ShoDryu,600.2
3686,tarako,600.2
3687,THE A TEAM,600.1
3688,RaIuv-the first time to join,600.1
3689,Harald Schroeder,600.0
3690,Jouta_123,599.8
3691,ItsukiYamamoto,599.8
3692,YOSHI SHIRA,599.7
3693,t-hash1995,599.6
3694,Mehul Mathodia,599.5
3695,TaiNingLiao,599.5
3696,professor oak,599.3
3697,キキ327(トウカ),599.2
3698,norizuca,599.2
3699,Hyun-woo Kim,599.1
3700,SUN,599.0
3701,Yuminosuke Sato,599.0
3702,moohsin,598.8
3703,hardik rathod,598.7
3704,Yuh Kim,598.6
3705,Too Young Too simple,598.6
3706,Jackson N,598.4
3707,Golden Banana,598.4
3708,TooaimiKa,598.3
3709,Ashish Divvela,598.2
3710,takahia,598.1
3711,ApoloVTGC,598.1
3712,Yamadai,598.0
3713,Haruya Tanaka,597.9
3714,Shoki Suzuki,597.8
3715,Christina,597.7
3716,Kaung Htet San,597.6
3717,kosuke uematsu,597.6
3718,Solve Langseth,597.2
3719,Issac “Izreal” Davis,597.1
3720,ABC Leokin-TV,597.0
3721,yakiniku.nagoya,597.0
3722,runa,597.0
3723,MD. Nazmus Sakib Anik,596.9
3724,MasaPokemon,596.8
3725,podenco,596.7
3726,trisector,596.7
3727,coken256kit,596.6
3728,pupipupi5,596.6
3729,Hassaan Ibrahim,596.6
3730,dnish,596.5
3731,Nishanth Rajan,596.5
3732,HUANGMENGQING,596.5
3733,arutoria,596.4
3734,Dylan Dove,596.4
3735,nekoha,596.3
3736,rlpokemon,596.3
3737,YuaHyodo,596.3
3738,pokemob,596.1
3739,kaba777,596.1
3740,RosieLi0626,596.0
3741,Ayaz Ahmed Kazi,596.0
3742,Kitaev,596.0
3743,Robert Bach,595.9
3744,YU YAUCHI,595.8
3745,iruka4444,595.8
3746,Nicolai Karcher,595.6
3747,HaruFu,595.6
3748,Finlay Anderson,595.6
3749,きれいナビ,595.6
3750,Mark`n,595.5
3751,ToMo,595.4
3752,aruuu,595.3
3753,Ryon,595.3
3754,hiroki596,595.0
3755,HSKS,594.7
3756,Dinesh kumar Thiyagarajan,594.6
3757,Fabian Ruiz,594.5
3758,piska,594.4
3759,Arkat Khassanov,594.3
3760,ゆしりめ,594.2
3761,m-murao,594.1
3762,Shakthi Kondamoni,594.1
3763,Rubin Sahota,593.9
3764,sea_mountain,593.9
3765,Victor_Gearhead,593.8
3766,aramaa_game,593.7
3767,Tomohide N,593.6
3768,Spacekuma,593.5
3769,piyomaru,593.5
3770,香村貴之,593.5
3771,maaggle,593.4
3772,miyabi315,593.4
3773,uninc2000,593.4
3774,Zenry0413,593.3
3775,Ryosuke Takeda,593.3
3776,yankoGPT,593.2
3777,Shingo Kotake,593.2
3778,Manuel Eduardo Parra Mora,593.1
3779,Jonathan Effect,593.0
3780,Manato TAKAI,593.0
3781,Jake Palanca,592.8
3782,うめくみ,592.8
3783,Jonewang,592.8
3784,Takupon,592.8
3785,sryo,592.7
3786,wolf,592.7
3787,Latitu,592.7
3788,BabyCows,592.6
3789,Nullx2,592.6
3790,MoMy,592.4
3791,askBillyWhatMamaDid,592.4
3792,kabik,592.4
3793,okaze92,592.2
3794,LLLJ,592.0
3795,TAKAHIROooOO,592.0
3796,YYma1201,591.9
3797,Ontamasan85,591.8
3798,Penguin,591.8
3799,maniginam,591.8
3800,Dian Deng,591.7
3801,Troy_xx,591.7
3802,yanakatsu,591.7
3803,Qin Wen,591.6
3804,YukihiroMaeda,591.6
3805,Panoptes,591.6
3806,apple877,591.4
3807,Leifson1337,591.4
3808,Kanata Iriyama,591.3
3809,Alfonso Sánchez,591.3
3810,SEUN OH,591.3
3811,Yujiro Seki,591.2
3812,satoshi rizard,591.1
3813,Dauthui,591.1
3814,Yusuke #2,591.0
3815,なるなる,591.0
3816,Jerryssk31,591.0
3817,kyulkyu,590.7
3818,PsAIduck,590.7
3819,bkrumms,590.6
3820,Takuma_Toda,590.6
3821,たたたた,590.6
3822,yusuke emoto,590.5
3823,shibachan,590.4
3824,AKhan02,590.4
3825,Ninym06,590.3
3826,Akshay Mathur,590.1
3827,Xander Lee,590.1
3828,sashimi0402,590.0
3829,K S VIJAYARAAGHAVAN,590.0
3830,marc_town,590.0
3831,nun,589.8
3832,Ichigo_E,589.8
3833,ymandso,589.7
3834,VAAAANG,589.7
3835,chungkuangwen,589.6
3836,inu1234567,589.5
3837,Andrew Chistyakov,589.5
3838,aym283,589.4
3839,Amon Suzuki,589.4
3840,YamamotoKazuya,589.4
3841,Calix_lin,589.1
3842,StockMagikarp,589.0
3843,Anthony Ellis ,589.0
3844,Sleeeeep,589.0
3845,xiy lin,589.0
3846,カツラギ シン,588.9
3847,hoshimori,588.7
3848,Kakeru,588.7
3849,kitory Yeah やきとり,588.6
3850,mhi,588.5
3851,ODOP0315,588.5
3852,Kaiba Corporation,588.5
3853,charu,588.3
3854,Manoj Kumar Mansingh,588.2
3855,yunien,588.2
3856,hosaka kodai,588.0
3857,p00pyd00py,587.8
3858,Venkatakrishnan R,587.8
3859,kohei,587.8
3860,DapperOctopus,587.7
3861,YangQinwei,587.5
3862,nomal_sheep,587.4
3863,chAIzard,587.2
3864,shogo1229,587.1
3865,Ravi Carry Us,587.1
3866,AlJan,587.0
3867,williamm,587.0
3868,datascientists,586.9
3869,Rafael Montañez,586.8
3870,nicov8810,586.8
3871,fura,586.8
3872,Hayhay2323,586.7
3873,nyoomp,586.7
3874,palsanp,586.5
3875,熊本啓汰,586.5
3876,joshuachoo,586.4
3877,Kristian,586.3
3878,fog flower,586.3
3879,Hassan Tavakoli,586.2
3880,kakenn,586.2
3881,eld,586.2
3882,Takuro Abe,586.0
3883,SeaEag1e,585.9
3884,Milcrape,585.9
3885,testuser,585.9
3886,Kenst Ligu,585.7
3887,Momotaro YAMADA,585.5
3888,Dav Dian,585.5
3889,Yuuupok,585.5
3890,Yohei Moriyasu,585.5
3891,MoriTeruto,585.4
3892,Tyrker,585.4
3893,yusuke0723,585.4
3894,SamReiswig,585.4
3895,molmot,585.3
3896,takerusQ,585.3
3897,Krishanki ,585.2
3898,Tsubasa Hirose,584.8
3899,DEHAI WANG,584.7
3900,reitan4742,584.7
3901,NomiBoo,584.7
3902,Sol Rogers,584.6
3903,Yosuke Yamaji,584.5
3904,lucasta1,584.4
3905,LPNG,584.4
3906,Shuri Ikeno,584.3
3907,尾崎裕基,584.3
3908,works.management,584.3
3909,筒井勝利,584.0
3910,goncharo,584.0
3911,zhongtian,583.9
3912,TK-1120,583.9
3913,solle,583.7
3914,てうぽけ,583.6
3915,Kyle Bean,583.6
3916,tsing hua,583.6
3917,natsu,583.5
3918,milix,583.4
3919,atpmara,583.3
3920,haillee,583.2
3921,Dominic Lo,583.1
3922,naranja1223,583.0
3923,YugoHamada,583.0
3924,naokichi4869,583.0
3925,Sérgio Almeida,582.9
3926,Paramita,582.8
3927,vinny vinny,582.8
3928,Ryu310_bnb,582.6
3929,fishymints,582.5
3930,Lam Mo Kit ,582.5
3931,Chrismaghuhn,582.5
3932,Amberlogy,582.5
3933,YAMAGUCHI Tatsuto,582.3
3934,Luca Guerra,582.2
3935,lorinta,581.9
3936,Sayandeep Ghosh,581.7
3937,coolbanana,581.7
3938,Kapibara,581.7
3939,Ryuuji Yoshinaga,581.6
3940,Collin Christensen,581.6
3941,imnot xuanan,581.5
3942,makimakiver,581.2
3943,CourtB559,581.1
3944,AI Agent By TYMU,580.6
3945,sol12378,580.5
3946,sqdhnt,580.4
3947,Ziad EL ARARI,580.3
3948,ht,580.2
3949,Chunlai Li,580.2
3950,kazushi sawada,580.2
3951,宮武輝弥,580.1
3952,Hayato AIDA,580.0
